名称,区,板块,具体地址,面积（㎡）,朝向,房型,租价（元/月）
整租·龙光峰景华庭 3室2厅 北,黄埔,科学城,龙光峰景华庭,91.76,北,3室2厅1卫,3400
整租·南沙云山诗意 3室2厅 南,南沙,金洲,南沙云山诗意,114.00,南,3室2厅2卫,3000
整租·合和新城 2室1厅 北,花都,镜湖大道,合和新城,60.00,北,2室1厅1卫,2500
整租·时代印记(广州) 3室2厅 南,黄埔,知识城,时代印记(广州),136.00,南,3室2厅2卫,3500
整租·丽雅新村 3室1厅 南,花都,旧区,丽雅新村,80.00,南,3室1厅1卫,1300
整租·龙湖双珑原著 3室2厅 北,黄埔,知识城,龙湖双珑原著,98.00,北,3室2厅2卫,3100
整租·永福路永福西约 3室1厅 南/北,越秀,黄花岗,永福路永福西约,70.00,南 北,3室1厅1卫,3500
整租·万科里享家 3室2厅 南,黄埔,科学城,万科里享家,95.00,南,3室2厅2卫,2500
整租·萝岗万达广场 1室1厅 南,黄埔,科学城,萝岗万达广场,51.00,南,1室1厅1卫,3500
整租·广州雅居乐花园一尺山居 3室2厅 南,番禺,雅居乐,广州雅居乐花园一尺山居,103.00,南,3室2厅1卫,4300
整租·西华路 1室0厅 东,越秀,西华路,西华路,28.00,东,1室0厅1卫,2600
整租·保利春天里 3室1厅 南/北,白云,金沙洲,保利春天里,98.40,南 北,3室1厅1卫,3700
整租·尚东君御雅苑 3室2厅 南,天河,珠江新城中,尚东君御雅苑,151.00,南,3室2厅2卫,25000
整租·兴普紫园 1室0厅 西南,黄埔,科学城,兴普紫园,53.00,西南,1室0厅1卫,3300
整租·城启晴轩 3室2厅 南/北,荔湾,西关,城启晴轩,99.70,南 北,3室2厅2卫,6000
整租·竹丝岗二马路 2室1厅 东南,越秀,东风东,竹丝岗二马路,40.00,东南,2室1厅1卫,3900
整租·中国铁建海悦国际 3室2厅 南,南沙,万顷沙,中国铁建海悦国际,94.54,南,3室2厅2卫,4000
整租·侨兴苑 1室1厅 南/北,天河,石牌,侨兴苑,35.00,南 北,1室1厅1卫,2900
整租·历德雅舍 2室1厅 东北,天河,华景新城,历德雅舍,61.66,东北,2室1厅1卫,5000
整租·铂林国际公寓 2室1厅 东南,天河,珠江新城西,铂林国际公寓,55.00,东南,2室1厅1卫,7200
整租·凤瑞雅苑 2室1厅 南/北,黄埔,知识城,凤瑞雅苑,62.00,南 北,2室1厅1卫,1600
整租·祥景花园B区 3室2厅 南,白云,黄石,祥景花园B区,132.00,南,3室2厅2卫,4500
整租·保利天汇 3室2厅 南/北,天河,黄村,保利天汇,87.35,南 北,3室2厅2卫,5500
整租·隽园 3室2厅 东北,天河,天河公园,隽园,76.00,东北,3室2厅1卫,6000
整租·锦绣御景国际二期 2室1厅 北,增城,荔城西区,锦绣御景国际二期,81.00,北,2室1厅2卫,2000
整租·乐得花园 2室2厅 南,白云,黄边,乐得花园,60.00,南,2室2厅1卫,2500
整租·壹诚大厦 3室1厅 南/北,荔湾,东塱,壹诚大厦,35.00,南 北,3室1厅2卫,3000
整租·万科世博汇 1室0厅 南,番禺,广州南站,万科世博汇,28.00,南,1室0厅1卫,1450
整租·穗花新村 3室1厅 南,海珠,昌岗,穗花新村,68.00,南,3室1厅1卫,4000
整租·中山七路 1室1厅 南,荔湾,龙津,中山七路,30.00,南,1室1厅1卫,2000
整租·今日丽舍 2室1厅 东/西,番禺,大石,今日丽舍,60.20,东 西,2室1厅1卫,3200
整租·珊瑚湾畔 3室2厅 东,番禺,厦滘,珊瑚湾畔,149.00,东,3室2厅2卫,8500
整租·合景花漫里 3室2厅 东南,增城,永和,合景花漫里,107.92,东南,3室2厅2卫,2200
整租·尚塬颐都汇 1室1厅 北,天河,沙河,尚塬颐都汇,54.00,北,1室1厅1卫,4200
整租·智联·汽车小镇 4室2厅 南/北,番禺,莲花山,智联·汽车小镇,94.00,南 北,4室2厅2卫,3300
整租·逸合中心 3室1厅 东,荔湾,鹤洞,逸合中心,47.00,东,3室1厅2卫,3000
整租·万科欧泊 3室2厅 东南,番禺,万博,万科欧泊,95.00,东南,3室2厅2卫,4600
整租·名圃花园名豪阁 1室0厅 东,天河,东圃,名圃花园名豪阁,35.00,东,1室0厅1卫,1800
整租·花地河湾 4室2厅 东南,荔湾,西朗,花地河湾,75.00,东南,4室2厅2卫,3800
整租·大北路 2室1厅 东,番禺,市桥,大北路,65.00,东,2室1厅1卫,2500
整租·合润广场 1室0厅 南,越秀,北京路,合润广场,154.00,南,1室0厅0卫,12000
整租·万科金域华庭 1室0厅 东,海珠,同福,万科金域华庭,46.00,东,1室0厅1卫,3000
整租·珠江花城 5室2厅 南/北,天河,黄村,珠江花城,141.00,南 北,5室2厅2卫,10000
整租·天一新村 2室2厅 西南,天河,粤垦,天一新村,58.50,西南,2室2厅1卫,4000
整租·曾边锦溪苑 1室0厅 南,番禺,国际创新城,曾边锦溪苑,40.00,南,1室0厅1卫,2400
整租·江源半岛花园 2室2厅 西南,天河,金融城,江源半岛花园,82.82,西南,2室2厅1卫,5000
整租·万科柏悦湾 3室1厅 南,荔湾,大坦沙,万科柏悦湾,97.00,南,3室1厅2卫,2000
整租·万科金色里程 3室2厅 南/北,增城,石滩镇,万科金色里程,89.11,南 北,3室2厅2卫,2200
整租·叠溪花园 3室1厅 南/北,增城,朱村,叠溪花园,87.00,南 北,3室1厅1卫,2000
整租·桐悦花园 3室1厅 南,花都,镜湖大道,桐悦花园,100.00,南,3室1厅2卫,4000
整租·保利拾光年 3室2厅 北,黄埔,知识城,保利拾光年,78.82,北,3室2厅1卫,2500
整租·合生广场 1室0厅 南,海珠,广州大道南,合生广场,49.09,南,1室0厅1卫,3500
整租·万科金域华庭 1室0厅 东,海珠,同福,万科金域华庭,46.00,东,1室0厅1卫,3000
整租·福今路 1室0厅 南/北,越秀,东山口,福今路,35.00,南 北,1室0厅1卫,2800
整租·珠江花城 5室2厅 南/北,天河,黄村,珠江花城,141.00,南 北,5室2厅2卫,10000
整租·新世界逸彩庭园 2室1厅 东南,荔湾,滘口,新世界逸彩庭园,90.00,东南,2室1厅1卫,4000
整租·天一新村 2室2厅 西南,天河,粤垦,天一新村,58.50,西南,2室2厅1卫,4000
整租·隽园 3室2厅 东北,天河,天河公园,隽园,76.00,东北,3室2厅1卫,6000
整租·金融街花溪小镇 3室2厅 南/北,花都,花东镇,金融街花溪小镇,110.65,南 北,3室2厅2卫,2600
整租·南岸路 2室1厅 东,荔湾,南岸路,南岸路,44.64,东,2室1厅1卫,3000
整租·寰城中心广场 1室0厅 东,天河,林和,寰城中心广场,25.00,东,1室0厅1卫,6000
整租·自在城市花园四期诺德名筑 2室1厅 南/西,番禺,汉溪长隆,自在城市花园四期诺德名筑,75.00,南 西,2室1厅1卫,3600
整租·中交港湾国际 2室2厅 南,黄埔,黄埔区府,中交港湾国际,104.00,南,2室2厅2卫,6500
整租·同福中路 1室1厅 南,海珠,同福,同福中路,40.00,南,1室1厅1卫,1800
整租·绿地滨江汇 2室2厅 东南,海珠,工业大道中,绿地滨江汇,93.50,东南,2室2厅1卫,5500
整租·增城时代廊桥 3室2厅 北,增城,永和,增城时代廊桥,81.00,北,3室2厅1卫,2200
整租·骏威锦东花园B区 3室2厅 北,花都,新区,骏威锦东花园B区,109.00,北,3室2厅2卫,3500
整租·碧桂园中新首府 3室2厅 南,增城,福和镇,碧桂园中新首府,89.00,南,3室2厅1卫,1500
整租·南沙万达广场 1室1厅 东南,南沙,金洲,南沙万达广场,49.90,东南,1室1厅1卫,1600
整租·紫薇丽都 2室2厅 东南,花都,新区,紫薇丽都,84.00,东南,2室2厅1卫,3200
整租·鸿翔大厦 1室1厅 南,天河,天润路,鸿翔大厦,56.53,南,1室1厅1卫,5300
整租·佳信花园 2室1厅 南/北,海珠,赤岗,佳信花园,83.00,南 北,2室1厅1卫,5500
整租·品秀·星瀚 3室2厅 东北,番禺,广州南站,品秀·星瀚,86.51,东北,3室2厅1卫,4000
整租·穗花新村 3室1厅 南,海珠,昌岗,穗花新村,68.00,南,3室1厅1卫,4000
整租·中山七路 1室1厅 南,荔湾,龙津,中山七路,30.00,南,1室1厅1卫,2000
整租·南沙·十里方圆 3室2厅 北,南沙,黄阁,南沙·十里方圆,80.00,北,3室2厅1卫,2600
整租·万科世博汇 1室0厅 南,番禺,广州南站,万科世博汇,28.00,南,1室0厅1卫,1450
整租·新盛苑 1室1厅 南,天河,华景新城,新盛苑,35.00,南,1室1厅1卫,2300
整租·合润广场 1室0厅 南,越秀,北京路,合润广场,154.00,南,1室0厅0卫,12000
整租·丛桂路 2室1厅 南/西南,荔湾,黄沙,丛桂路,40.00,南 西南,2室1厅1卫,3500
整租·首开龙湖天奕 4室2厅 东南,白云,黄石,首开龙湖天奕,242.00,东南,4室2厅1卫,50000
整租·依山小筑 2室2厅 北,南沙,进港大道,依山小筑,64.83,北,2室2厅1卫,1900
整租·供水局宿舍 2室2厅 东南,天河,棠下,供水局宿舍,72.00,东南,2室2厅1卫,3650
整租·新盛苑 1室1厅 南,天河,华景新城,新盛苑,35.00,南,1室1厅1卫,2300
整租·锦绣香江花园百合园 3室2厅 南,番禺,汉溪长隆,锦绣香江花园百合园,200.00,南,3室2厅3卫,9500
整租·越秀国际总部广场 1室1厅 北,南沙,金洲,越秀国际总部广场,65.00,北,1室1厅1卫,2200
整租·振业天颂花园 1室1厅 东北,荔湾,广钢新城,振业天颂花园,37.00,东北,1室1厅1卫,3000
整租·暨南花园 3室2厅 南,天河,石牌,暨南花园,117.00,南,3室2厅2卫,7200
整租·合润广场 1室0厅 南,越秀,北京路,合润广场,154.00,南,1室0厅0卫,12000
整租·合生广场 1室0厅 南,海珠,广州大道南,合生广场,49.09,南,1室0厅1卫,3500
整租·杉木栏路 1室1厅 西南,荔湾,和平西,杉木栏路,25.62,西南,1室1厅1卫,2800
整租·南浦时代 1室1厅 西南,番禺,南浦,南浦时代,33.00,西南,1室1厅1卫,2400
整租·萝岗万达广场 2室1厅 南,黄埔,科学城,萝岗万达广场,65.00,南,2室1厅1卫,3300
整租·岭头新村 2室1厅 南,黄埔,科学城,岭头新村,63.00,南,2室1厅1卫,2400
整租·曾边锦溪苑 1室0厅 南,番禺,国际创新城,曾边锦溪苑,40.00,南,1室0厅1卫,2400
整租·珠江·花屿花城 3室1厅 南,增城,永和,珠江·花屿花城,87.00,南,3室1厅2卫,2500
整租·云裳丽影 3室1厅 北,白云,同和,云裳丽影,100.00,北,3室1厅2卫,5100
整租·桐悦花园 3室1厅 南,花都,镜湖大道,桐悦花园,100.00,南,3室1厅2卫,4000
整租·西湾和苑 2室1厅 南,荔湾,西村,西湾和苑,84.00,南,2室1厅1卫,4000
整租·中海璟晖华庭 2室2厅 北,天河,珠江新城中,中海璟晖华庭,88.00,北,2室2厅1卫,9000
整租·碧桂园中新首府 3室2厅 南,增城,福和镇,碧桂园中新首府,89.00,南,3室2厅1卫,1500
整租·达镖国际中心 1室1厅 东,海珠,昌岗,达镖国际中心,68.00,东,1室1厅1卫,3500
整租·博域大厦 1室0厅 西,番禺,广州南站,博域大厦,35.00,西,1室0厅1卫,1300
整租·侨诚花园 1室1厅 东南,海珠,东晓南,侨诚花园,41.00,东南,1室1厅1卫,2350
整租·南沙万达广场 1室1厅 东南,南沙,金洲,南沙万达广场,49.90,东南,1室1厅1卫,1600
整租·紫薇丽都 2室2厅 东南,花都,新区,紫薇丽都,84.00,东南,2室2厅1卫,3200
整租·广州绿地城 3室2厅 东南,黄埔,知识城,广州绿地城,98.00,东南,3室2厅2卫,2800
整租·祈福缤纷汇 2室2厅 北,番禺,祈福新村,祈福缤纷汇,52.32,北,2室2厅1卫,3000
整租·萝岗万达广场 1室1厅 南,黄埔,科学城,萝岗万达广场,48.07,南,1室1厅1卫,2800
整租·富力泉天下 5室2厅 南/北,从化,温泉镇,富力泉天下,228.00,南 北,5室2厅4卫,3000
整租·品秀·星樾 3室2厅 南,黄埔,香雪,品秀·星樾,108.00,南,3室2厅2卫,5500
整租·海滨花园 2室1厅 东南,番禺,洛溪,海滨花园,57.30,东南,2室1厅1卫,2600
整租·保利中航城一期 3室2厅 北,增城,朱村,保利中航城一期,82.00,北,3室2厅1卫,2300
整租·碧桂园云顶 3室2厅 西北,增城,凤凰城,碧桂园云顶,91.00,西北,3室2厅2卫,3350
整租·芳草园 3室2厅 南,天河,天润路,芳草园,120.00,南,3室2厅1卫,12000
整租·顺景楼(天河区) 3室1厅 南/北,天河,员村,顺景楼(天河区),81.79,南 北,3室1厅1卫,3600
整租·隆德大厦 3室1厅 西南,天河,体育中心,隆德大厦,104.46,西南,3室1厅1卫,11000
整租·自在城市花园四期诺德名筑 2室1厅 南/西,番禺,汉溪长隆,自在城市花园四期诺德名筑,75.00,南 西,2室1厅1卫,3600
整租·珠江广场 1室1厅 南,海珠,滨江东,珠江广场,45.00,南,1室1厅1卫,4050
整租·海德花园 2室1厅 南,白云,新市,海德花园,75.00,南,2室1厅1卫,2900
整租·保利高尔夫郡 2室2厅 北,花都,铁路西,保利高尔夫郡,84.00,北,2室2厅1卫,2000
整租·源海御苑 2室2厅 南/北,海珠,工业大道北,源海御苑,90.00,南 北,2室2厅1卫,5500
整租·中交港湾国际 2室2厅 南,黄埔,黄埔区府,中交港湾国际,104.00,南,2室2厅2卫,6500
整租·科慧花园 4室2厅 南,增城,朱村,科慧花园,118.00,南,4室2厅2卫,1900
整租·同福中路 1室1厅 南,海珠,同福,同福中路,40.00,南,1室1厅1卫,1800
整租·绿地滨江汇 2室2厅 东南,海珠,工业大道中,绿地滨江汇,93.50,东南,2室2厅1卫,5500
整租·增城时代廊桥 3室2厅 北,增城,永和,增城时代廊桥,81.00,北,3室2厅1卫,2200
整租·骏威锦东花园B区 3室2厅 北,花都,新区,骏威锦东花园B区,109.00,北,3室2厅2卫,3500
整租·保利拾光年 3室2厅 北,黄埔,知识城,保利拾光年,78.82,北,3室2厅1卫,2500
整租·时代香海彼岸 3室2厅 北,南沙,南沙湾,时代香海彼岸,104.86,北,3室2厅2卫,2300
整租·广州融创文旅城A1区 1室1厅 南,花都,花城街,广州融创文旅城A1区,55.71,南,1室1厅1卫,1550
