名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·苹果汇 2房间 东/南/西/北,石景山,苹果园,苹果汇,500.00㎡,东 南 西 北,2房间3卫
整租·时间国际中心 1室0厅 南,朝阳,三元桥,时间国际中心,260.00㎡,南,1室0厅0卫
整租·金泉时代 1室1厅 西北,朝阳,亚运村,金泉时代,229.69㎡,西北,1室1厅2卫
整租·景龙国际 1室1厅 南/北,朝阳,奥林匹克公园,景龙国际,160.00㎡,南 北,1室1厅0卫
整租·景龙国际 1室1厅 南/北,朝阳,奥林匹克公园,景龙国际,170.00㎡,南 北,1室1厅1卫
整租·尚都国际中心 2房间 北,朝阳,东大桥,尚都国际中心,140.00㎡,北,2房间0卫
整租·SOHO尚都 1室1厅 东南,朝阳,东大桥,SOHO尚都,281.46㎡,东南,1室1厅1卫
整租·广益大厦 1房间 西,西城,长椿街,广益大厦,566.00㎡,西,1房间0卫
整租·德胜门内大街 1室0厅 东/南/西/北,西城,西四,德胜门内大街,266.00㎡,东 南 西 北,1室0厅0卫
整租·铸诚大厦 1室0厅 西北,海淀,皂君庙,铸诚大厦,215.84㎡,西北,1室0厅1卫
整租·SOHO北京公馆 1室1厅 东,朝阳,亮马桥,SOHO北京公馆,131.63㎡,东,1室1厅2卫
整租·万科大都会 2房间 南,朝阳,CBD,万科大都会,160.82㎡,南,2房间1卫
整租·中安盛业大厦 1室1厅 西北,朝阳,亚运村小营,中安盛业大厦,179.54㎡,西北,1室1厅1卫
整租·SOHO尚都 1室0厅 东南,朝阳,东大桥,SOHO尚都,180.00㎡,东南,1室0厅1卫
整租·北京机床研究所家属楼 2室1厅 南/北,密云,溪翁庄镇,北京机床研究所家属楼,59.53㎡,南 北,2室1厅1卫
整租·长城溪溪小镇 2室1厅 南,怀柔,怀柔其它,长城溪溪小镇,53.99㎡,南,2室1厅1卫
整租·亚新一里 2室1厅 南/北,房山,房山其它,亚新一里,58.44㎡,南 北,2室1厅1卫
整租·拱辰大街6、8、10号楼 2室1厅 南/北,房山,良乡,拱辰大街6、8、10号楼,52.79㎡,南 北,2室1厅1卫
整租·四合巷小区 2室1厅 南,房山,良乡,四合巷小区,57.05㎡,南,2室1厅1卫
整租·湖光小区 2室1厅 南/北,怀柔,怀柔,湖光小区,56.22㎡,南 北,2室1厅1卫
整租·滨湖小区 2室1厅 南/北,怀柔,怀柔,滨湖小区,55.34㎡,南 北,2室1厅1卫
整租·昊文温泉家园 2室1厅 南/北,房山,良乡,昊文温泉家园,56.65㎡,南 北,2室1厅1卫
整租·新西广街 2室1厅 南,昌平,南口,新西广街,55.64㎡,南,2室1厅1卫
整租·富强东里 2室1厅 南,大兴,黄村中,富强东里,55.80㎡,南,2室1厅1卫
整租·西潞园一里 2室1厅 南/北,房山,良乡,西潞园一里,51.26㎡,南 北,2室1厅1卫
整租·建新南区 2室1厅 西北,顺义,顺义城,建新南区,57.00㎡,西北,2室1厅1卫
整租·首开熙悦广场 3房间 LOFT 西北,房山,长阳,首开熙悦广场,52.01㎡,西北,3房间1卫
整租·新城东里 2室1厅 西南,通州,万达,新城东里,60.00㎡,西南,2室1厅1卫
整租·合景领峰10号院 3房间 LOFT 北,房山,长阳,合景领峰10号院,50.69㎡,北,3房间1卫
整租·黄村西里 2室1厅 东,大兴,黄村中,黄村西里,44.00㎡,东,2室1厅1卫
整租·合景领峰10号院 3房间 复式 西北,房山,长阳,合景领峰10号院,47.90㎡,西北,3房间1卫
整租·石园西区 2室1厅 南,顺义,顺义城,石园西区,58.30㎡,南,2室1厅1卫
整租·合景领峰10号院 2室1厅 北,房山,长阳,合景领峰10号院,46.12㎡,北,2室1厅1卫
整租·滨河小区 2室1厅 西南,顺义,顺义城,滨河小区,58.30㎡,西南,2室1厅1卫
独栋·乐乎青年社区 大葆台地铁站 住宅式合租公寓 2室0厅,,,,10.00-40.00㎡,,2室0厅1卫
整租·高井 2室1厅 南/北,石景山,石景山其它,高井,58.00㎡,南 北,2室1厅1卫
整租·义和庄东里 2室1厅 南/北,大兴,黄村火车站,义和庄东里,55.00㎡,南 北,2室1厅1卫
整租·石龙北路20号院 2室1厅 南/北,门头沟,滨河西区,石龙北路20号院,60.00㎡,南 北,2室1厅1卫
整租·天堂河北区 2室1厅 南/北,大兴,天宫院,天堂河北区,56.60㎡,南 北,2室1厅1卫
整租·东山坡二里 2室1厅 南/北,丰台,丰台其它,东山坡二里,53.00㎡,南 北,2室1厅1卫
整租·团河苑 2室1厅 南/北,大兴,枣园,团河苑,56.26㎡,南 北,2室1厅1卫
整租·建新北区 2室1厅 南/北,顺义,顺义城,建新北区,60.00㎡,南 北,2室1厅1卫
整租·建新北区 2室1厅 南/北,顺义,顺义城,建新北区,56.00㎡,南 北,2室1厅1卫
整租·顺兴街17号院 2室1厅 南/北,顺义,马坡,顺兴街17号院,60.00㎡,南 北,2室1厅1卫
整租·建新北区 2室1厅 南,顺义,顺义城,建新北区,53.00㎡,南,2室1厅1卫
整租·顺兴街17号院 2室1厅 南/北,顺义,马坡,顺兴街17号院,59.41㎡,南 北,2室1厅1卫
整租·楸树家园 2室1厅 南,房山,良乡,楸树家园,53.00㎡,南,2室1厅1卫
整租·湖光小区 2室1厅 南/北,怀柔,怀柔,湖光小区,56.00㎡,南 北,2室1厅1卫
整租·首都机场南路西里 2室1厅 南/北,朝阳,首都机场,首都机场南路西里,52.00㎡,南 北,2室1厅1卫
整租·龙熙旭辉6號院 2室1厅 南/北,大兴,大兴新机场,龙熙旭辉6號院,45.00㎡,南 北,2室1厅1卫
整租·伟业嘉园西里 2室1厅 南,房山,良乡,伟业嘉园西里,53.00㎡,南,2室1厅1卫
整租·北环里小区 2室1厅 南/北,昌平,鼓楼大街,北环里小区,53.00㎡,南 北,2室1厅1卫
整租·义宾南区 2室1厅 东/西,顺义,顺义城,义宾南区,52.51㎡,东 西,2室1厅1卫
整租·玉桥北里 2室1厅 西南,通州,乔庄,玉桥北里,57.00㎡,西南,2室1厅1卫
整租·金隅糖 3房间 南/西,房山,长阳,金隅糖,47.00㎡,南 西,3房间1卫
整租·鑫源国际 3房间 南,丰台,成寿寺,鑫源国际,53.00㎡,南,3房间1卫
整租·车公庄西路35号院 2室1厅 南,海淀,紫竹桥,车公庄西路35号院,58.00㎡,南,2室1厅1卫
整租·小黄庄前街13号院 2室1厅 南/北,朝阳,安贞,小黄庄前街13号院,58.10㎡,南 北,2室1厅1卫
整租·翠微中里 2室1厅 东南,海淀,公主坟,翠微中里,56.50㎡,东南,2室1厅1卫
整租·七贤村 2室1厅 南,海淀,紫竹桥,七贤村,56.70㎡,南,2室1厅1卫
整租·合立方 3房间 东/西,昌平,立水桥,合立方,54.00㎡,东 西,3房间2卫
整租·团结湖北口 2室1厅 南,朝阳,团结湖,团结湖北口,48.39㎡,南,2室1厅1卫
整租·大慧寺6号院 2室1厅 南,海淀,白石桥,大慧寺6号院,58.00㎡,南,2室1厅1卫
整租·北太平庄路2号院 2室1厅 南/北,海淀,马甸,北太平庄路2号院,52.00㎡,南 北,2室1厅1卫
整租·后白堆子 2室1厅 南/北,海淀,甘家口,后白堆子,58.00㎡,南 北,2室1厅1卫
整租·蒲黄榆路 2室1厅 东北,丰台,蒲黄榆,蒲黄榆路,57.70㎡,东北,2室1厅1卫
整租·东大街西里 2室1厅 南,丰台,七里庄,东大街西里,58.45㎡,南,2室1厅1卫
整租·光华里社区 2室1厅 南,朝阳,CBD,光华里社区,47.28㎡,南,2室1厅1卫
整租·铁道科学研究院 2室1厅 南/北,海淀,西直门,铁道科学研究院,54.00㎡,南 北,2室1厅1卫
整租·育新花园 2室1厅 南,海淀,西三旗,育新花园,55.80㎡,南,2室1厅1卫
整租·黄寺大街2号院 2室1厅 南/北,东城,安定门,黄寺大街2号院,58.00㎡,南 北,2室1厅1卫
整租·忠实里四巷 2室1厅 南,东城,广渠门,忠实里四巷,58.40㎡,南,2室1厅1卫
整租·团结湖中路北二条 2室1厅 南,朝阳,团结湖,团结湖中路北二条,45.09㎡,南,2室1厅1卫
整租·南三环中路 2室1厅 南,丰台,刘家窑,南三环中路,54.70㎡,南,2室1厅1卫
整租·SOCO公社 2室1厅 南,海淀,西三旗,SOCO公社,52.10㎡,南,2室1厅1卫
整租·万寿路西街11号院 2室1厅 西北,海淀,万寿路,万寿路西街11号院,57.75㎡,西北,2室1厅1卫
整租·白家庄北里 2室1厅 东北,朝阳,三里屯,白家庄北里,56.65㎡,东北,2室1厅1卫
整租·六铺炕二区 2室1厅 东,西城,六铺炕,六铺炕二区,55.60㎡,东,2室1厅1卫
整租·裕民路1号院 2室1厅 南/北,朝阳,马甸,裕民路1号院,54.63㎡,南 北,2室1厅1卫
整租·车道沟南里 2室1厅 南/北,海淀,紫竹桥,车道沟南里,54.41㎡,南 北,2室1厅1卫
整租·花园村小区 2室1厅 南,海淀,甘家口,花园村小区,60.00㎡,南,2室1厅1卫
整租·万泉庄小区 2室1厅 南/北,海淀,苏州桥,万泉庄小区,60.00㎡,南 北,2室1厅1卫
整租·蓟门北里 2室1厅 南,海淀,知春路,蓟门北里,52.90㎡,南,2室1厅1卫
整租·曙光里 2室1厅 南/北,朝阳,三元桥,曙光里,60.00㎡,南 北,2室1厅1卫
整租·交大东路7号院 2室1厅 南,海淀,西直门,交大东路7号院,50.20㎡,南,2室1厅1卫
整租·白家庄西里 2室1厅 南/北,朝阳,三里屯,白家庄西里,54.09㎡,南 北,2室1厅1卫
整租·曙光里 2室1厅 东南,朝阳,三元桥,曙光里,57.21㎡,东南,2室1厅1卫
整租·龙翔路小区 2室1厅 北,海淀,牡丹园,龙翔路小区,54.05㎡,北,2室1厅1卫
整租·美立方 3房间 东,朝阳,北苑,美立方,56.70㎡,东,3房间2卫
整租·七燕路1号院 2室1厅 南,昌平,回龙观,七燕路1号院,55.13㎡,南,2室1厅1卫
整租·翠微南里 2室1厅 东/南,海淀,公主坟,翠微南里,56.53㎡,东 南,2室1厅1卫
整租·农光里 2室1厅 南,朝阳,劲松,农光里,58.79㎡,南,2室1厅1卫
整租·建设部大院 2室1厅 东/西,海淀,甘家口,建设部大院,52.00㎡,东 西,2室1厅1卫
整租·曙光里 2室1厅 南,朝阳,三元桥,曙光里,57.00㎡,南,2室1厅1卫
整租·蓝光云鼎 3房间 南,丰台,马家堡,蓝光云鼎,53.67㎡,南,3房间2卫
整租·东馨园 2室1厅 南,海淀,西北旺,东馨园,60.00㎡,南,2室1厅1卫
整租·钟表南园 2室1厅 南,海淀,马甸,钟表南园,55.40㎡,南,2室1厅1卫
整租·延静里 2室1厅 南/北,朝阳,甜水园,延静里,54.10㎡,南 北,2室1厅1卫
整租·安华西里社区 2室1厅 南,朝阳,安贞,安华西里社区,50.00㎡,南,2室1厅1卫
整租·北京经开尚庭 3房间 跃层 东,亦庄开发区,亦庄,北京经开尚庭,43.00㎡,东,3房间1卫
整租·安德路55号院 2室1厅 东/西,东城,安定门,安德路55号院,53.00㎡,东 西,2室1厅1卫
整租·安华里社区 2室1厅 南,朝阳,安贞,安华里社区,56.78㎡,南,2室1厅1卫
整租·花家地南里 2室1厅 西南,朝阳,望京,花家地南里,57.93㎡,西南,2室1厅1卫
整租·十里堡南区 2室1厅 南,朝阳,石佛营,十里堡南区,40.90㎡,南,2室1厅1卫
整租·和平里七区 2室1厅 南/北,东城,和平里,和平里七区,55.71㎡,南 北,2室1厅1卫
整租·左家庄南里 2室1厅 南,朝阳,国展,左家庄南里,59.79㎡,南,2室1厅1卫
整租·花家地北里 2室1厅 南,朝阳,望京,花家地北里,58.77㎡,南,2室1厅1卫
整租·团结湖北里 2室1厅 南,朝阳,团结湖,团结湖北里,55.00㎡,南,2室1厅1卫
整租·法源寺西里小区 2室1厅 东南/南,西城,牛街,法源寺西里小区,59.78㎡,东南 南,2室1厅1卫
整租·新源街 2室1厅 南,朝阳,亮马桥,新源街,54.64㎡,南,2室1厅1卫
整租·七贤村 2室1厅 南/北,海淀,紫竹桥,七贤村,57.80㎡,南 北,2室1厅1卫
整租·六铺炕一区 2室1厅 南/北,西城,六铺炕,六铺炕一区,58.00㎡,南 北,2室1厅1卫
整租·劲松三区 2室1厅 东,朝阳,劲松,劲松三区,55.99㎡,东,2室1厅1卫
整租·西大望路 2室1厅 南,朝阳,红庙,西大望路,58.00㎡,南,2室1厅1卫
整租·宣武门外东大街 2室0厅 南,西城,宣武门,宣武门外东大街,45.00㎡,南,2室0厅1卫
整租·软件园小区 2室1厅 东/南/北,海淀,中关村,软件园小区,54.00㎡,东 南 北,2室1厅1卫
整租·皂君东里 2室1厅 南,海淀,皂君庙,皂君东里,57.30㎡,南,2室1厅1卫
整租·青云南区 2室1厅 南/北,海淀,皂君庙,青云南区,58.80㎡,南 北,2室1厅1卫
整租·塔院小区 2室1厅 东,海淀,牡丹园,塔院小区,59.70㎡,东,2室1厅1卫
整租·宣武门西大街 2室1厅 南/北,西城,长椿街,宣武门西大街,50.26㎡,南 北,2室1厅1卫
整租·白家庄西里 2室1厅 南,朝阳,三里屯,白家庄西里,47.65㎡,南,2室1厅1卫
整租·万泉庄1号院 2室1厅 南,海淀,苏州桥,万泉庄1号院,59.00㎡,南,2室1厅1卫
整租·三里河东路 2室1厅 东南,西城,月坛,三里河东路,58.80㎡,东南,2室1厅1卫
整租·钻河公馆 2室1厅 西,海淀,西直门,钻河公馆,46.71㎡,西,2室1厅2卫
整租·裕中东里 2室1厅 南,西城,马甸,裕中东里,56.20㎡,南,2室1厅1卫
整租·七省办 2室1厅 南/北,海淀,马甸,七省办,56.60㎡,南 北,2室1厅1卫
整租·科技大学 2室1厅 南,海淀,二里庄,科技大学,48.50㎡,南,2室1厅1卫
整租·苏州胡同 2室1厅 南,东城,建国门内,苏州胡同,55.14㎡,南,2室1厅1卫
整租·邮科社区 2室1厅 南,海淀,牡丹园,邮科社区,50.30㎡,南,2室1厅1卫
整租·交道口北二条35号院 2室1厅 南/北,东城,交道口,交道口北二条35号院,55.00㎡,南 北,2室1厅1卫
整租·东皇城根南街 2室1厅 东/西,东城,灯市口,东皇城根南街,52.88㎡,东 西,2室1厅1卫
整租·海淀南路 2室1厅 南,海淀,苏州桥,海淀南路,54.60㎡,南,2室1厅1卫
整租·白家庄西里 2室1厅 南,朝阳,三里屯,白家庄西里,49.86㎡,南,2室1厅1卫
整租·稻香园 2室1厅 南/北,海淀,苏州桥,稻香园,60.00㎡,南 北,2室1厅1卫
整租·二里庄小区 2室1厅 南/北,海淀,二里庄,二里庄小区,60.00㎡,南 北,2室1厅1卫
整租·新文化街 2室1厅 东,西城,金融街,新文化街,49.90㎡,东,2室1厅1卫
整租·三里屯东 2室1厅 西,朝阳,三里屯,三里屯东,60.00㎡,西,2室1厅1卫
整租·黄庄小区 2室1厅 南/北,海淀,中关村,黄庄小区,57.40㎡,南 北,2室1厅1卫
整租·中关村 2室1厅 南,海淀,中关村,中关村,57.94㎡,南,2室1厅1卫
整租·北医三院宿舍 2室1厅 南,海淀,牡丹园,北医三院宿舍,54.00㎡,南,2室1厅1卫
整租·四道口9号院 2室1厅 南,海淀,皂君庙,四道口9号院,51.70㎡,南,2室1厅1卫
整租·西王庄小区 2室1厅 南,海淀,五道口,西王庄小区,58.00㎡,南,2室1厅1卫
整租·西苑医院 2室1厅 南,海淀,颐和园,西苑医院,58.03㎡,南,2室1厅1卫
整租·月坛西街东里21号院 2室1厅 南/北,西城,月坛,月坛西街东里21号院,54.20㎡,南 北,2室1厅1卫
整租·花园路5号院 2室1厅 南,海淀,北太平庄,花园路5号院,55.70㎡,南,2室1厅1卫
整租·福月家园 2室1厅 南/北,密云,穆家峪镇,福月家园,100.00㎡,南 北,2室1厅2卫
整租·金世纪嘉园 2室1厅 南,东城,广渠门,金世纪嘉园,75.00㎡,南,2室1厅1卫
整租·名都园 2室2厅 南,顺义,中央别墅区,名都园,72.00㎡,南,2室2厅2卫
整租·广泰西路1号院 2室1厅 南/北,朝阳,百子湾,广泰西路1号院,71.10㎡,南 北,2室1厅1卫
整租·教场口街2号院 2室1厅 南/北,西城,六铺炕,教场口街2号院,70.00㎡,南 北,2室1厅1卫
整租·清华园 2室1厅 南,海淀,五道口,清华园,60.00㎡,南,2室1厅1卫
整租·和平里中街3号院 2室1厅 西北,东城,和平里,和平里中街3号院,79.83㎡,西北,2室1厅1卫
整租·新景家园东区 2室1厅 东,东城,崇文门,新景家园东区,76.43㎡,东,2室1厅1卫
整租·铁道部宿舍 2室1厅 东,海淀,西直门,铁道部宿舍,76.84㎡,东,2室1厅1卫
整租·甘家口小区 2室1厅 南/北,海淀,甘家口,甘家口小区,65.00㎡,南 北,2室1厅1卫
整租·新纪家园 2室1厅 南,朝阳,太阳宫,新纪家园,70.98㎡,南,2室1厅1卫
整租·农丰里 2室1厅 南/北,朝阳,东大桥,农丰里,64.07㎡,南 北,2室1厅1卫
整租·立方庭 2室1厅 南,海淀,苏州桥,立方庭,68.36㎡,南,2室1厅2卫
整租·酷特区 2室1厅 南/北,朝阳,石佛营,酷特区,79.58㎡,南 北,2室1厅1卫
整租·三里河一区3号院 2室1厅 西南,西城,月坛,三里河一区3号院,76.00㎡,西南,2室1厅1卫
整租·朝悦居 2室1厅 北,朝阳,望京,朝悦居,79.26㎡,北,2室1厅1卫
整租·东升园 2室1厅 东/西,海淀,五道口,东升园,72.00㎡,东 西,2室1厅1卫
整租·莲花池东路 2室1厅 南,西城,木樨地,莲花池东路,60.90㎡,南,2室1厅1卫
整租·八家嘉园 2室1厅 南/北,海淀,学院路,八家嘉园,79.00㎡,南 北,2室1厅1卫
整租·朝悦居 2室1厅 南,朝阳,望京,朝悦居,79.77㎡,南,2室1厅1卫
整租·花家地北里 2室1厅 南,朝阳,望京,花家地北里,67.09㎡,南,2室1厅1卫
整租·橡树湾二期 2室1厅 东,海淀,清河,橡树湾二期,72.00㎡,东,2室1厅1卫
整租·世华龙樾一期西区 2室1厅 南/北,海淀,清河,世华龙樾一期西区,75.00㎡,南 北,2室1厅1卫
整租·新风南里 2室1厅 西北,西城,马甸,新风南里,68.90㎡,西北,2室1厅1卫
整租·德胜门西大街甲5号 2室1厅 东北,海淀,小西天,德胜门西大街甲5号,61.10㎡,东北,2室1厅1卫
整租·南门仓胡同 2室1厅 西,东城,朝阳门内,南门仓胡同,63.77㎡,西,2室1厅1卫
整租·德外大街乙12号院 2室1厅 东/西,西城,六铺炕,德外大街乙12号院,60.00㎡,东 西,2室1厅1卫
整租·皂君东里 2室1厅 西/北,海淀,皂君庙,皂君东里,68.60㎡,西 北,2室1厅1卫
整租·定慧东里 2室1厅 南,海淀,定慧寺,定慧东里,61.40㎡,南,2室1厅1卫
整租·财智公馆 2室1厅 西南,海淀,紫竹桥,财智公馆,61.02㎡,西南,2室1厅1卫
整租·新风北里 2室1厅 南,西城,马甸,新风北里,60.80㎡,南,2室1厅1卫
整租·王府仓胡同10号院 2室1厅 南/北,西城,金融街,王府仓胡同10号院,78.00㎡,南 北,2室1厅1卫
整租·红玺台 2室1厅 南,朝阳,太阳宫,红玺台,71.80㎡,南,2室1厅1卫
整租·红玺台 2室1厅 南,朝阳,太阳宫,红玺台,72.22㎡,南,2室1厅1卫
整租·天鹅湾北区 2室1厅 西,朝阳,朝青,天鹅湾北区,64.98㎡,西,2室1厅1卫
整租·蓝色家园 2室1厅 北,朝阳,望京,蓝色家园,77.27㎡,北,2室1厅1卫
整租·北京金茂府二期 2室1厅 南,丰台,宋家庄,北京金茂府二期,76.41㎡,南,2室1厅1卫
整租·南新园 2室1厅 南/北,朝阳,华威桥,南新园,73.94㎡,南 北,2室1厅1卫
整租·汇新家园 2室1厅 西南,海淀,万柳,汇新家园,77.73㎡,西南,2室1厅1卫
整租·铁二区 2室1厅 东南,西城,月坛,铁二区,74.00㎡,东南,2室1厅1卫
整租·国瑞城中区 2室1厅 东,东城,崇文门,国瑞城中区,70.00㎡,东,2室1厅1卫
整租·兴隆都市馨园 2室1厅 南,东城,崇文门,兴隆都市馨园,72.79㎡,南,2室1厅1卫
整租·朝悦居 2室1厅 南,朝阳,望京,朝悦居,80.00㎡,南,2室1厅1卫
整租·北土城西路167号院 2室1厅 南/北,海淀,牡丹园,北土城西路167号院,61.35㎡,南 北,2室1厅1卫
整租·志新村 2室1厅 南,海淀,二里庄,志新村,61.60㎡,南,2室1厅1卫
整租·水科院 2室1厅 南,海淀,军博,水科院,63.70㎡,南,2室1厅1卫
整租·知春里 2室1厅 南/北,海淀,双榆树,知春里,61.00㎡,南 北,2室1厅1卫
整租·中国铁建国际城 2室1厅 南,朝阳,北苑,中国铁建国际城,71.00㎡,南,2室1厅1卫
整租·真武家园 2室1厅 南,西城,木樨地,真武家园,61.00㎡,南,2室1厅1卫
整租·魏公村佳苑 2室1厅 南/北,海淀,魏公村,魏公村佳苑,68.00㎡,南 北,2室1厅1卫
整租·白广路6号院 2室1厅 南,西城,牛街,白广路6号院,68.39㎡,南,2室1厅1卫
整租·望京花园西区 2室1厅 西,朝阳,望京,望京花园西区,79.60㎡,西,2室1厅2卫
整租·西豪逸景 2室1厅 东,西城,广安门,西豪逸景,69.16㎡,东,2室1厅1卫
整租·暂安处 2室1厅 南/北,海淀,五道口,暂安处,72.00㎡,南 北,2室1厅1卫
整租·澳洲康都 2室2厅 北,朝阳,望京,澳洲康都,72.00㎡,北,2室2厅2卫
整租·苹果社区南区 2室1厅 北,朝阳,双井,苹果社区南区,72.00㎡,北,2室1厅1卫
整租·今典花园 2室1厅 西北,海淀,小西天,今典花园,73.80㎡,西北,2室1厅1卫
整租·新景家园东区 2室1厅 南/北,东城,崇文门,新景家园东区,77.85㎡,南 北,2室1厅1卫
整租·苹果社区北区 2室1厅 北,朝阳,双井,苹果社区北区,78.08㎡,北,2室1厅1卫
整租·安华里社区 2室1厅 东/南,朝阳,安贞,安华里社区,74.00㎡,东 南,2室1厅1卫
整租·晨月园 2室1厅 西北,海淀,世纪城,晨月园,76.85㎡,西北,2室1厅1卫
整租·红联北村 2室1厅 东/西,海淀,小西天,红联北村,66.70㎡,东 西,2室1厅1卫
整租·国瑞城东区 2室1厅 西北,东城,崇文门,国瑞城东区,76.00㎡,西北,2室1厅1卫
整租·生态园 2室1厅 南/北,海淀,学院路,生态园,75.00㎡,南 北,2室1厅1卫
整租·双榆树东里 2室1厅 南,海淀,双榆树,双榆树东里,63.70㎡,南,2室1厅1卫
整租·空港新苑一区3号院 2室1厅 南/北,大兴,大兴机场空港,空港新苑一区3号院,90.00㎡,南 北,2室1厅1卫
整租·空港贵苑1号院 2室1厅 南,大兴,大兴机场空港,空港贵苑1号院,81.49㎡,南,2室1厅1卫
整租·空港贵苑2号院 2室1厅 南,大兴,大兴机场空港,空港贵苑2号院,81.49㎡,南,2室1厅1卫
整租·蓝天花园 2室1厅 南/北,大兴,大兴新机场洋房别墅区,蓝天花园,90.73㎡,南 北,2室1厅1卫
整租·花园小区 2室2厅 南/北,密云,鼓楼街道,花园小区,89.27㎡,南 北,2室2厅1卫
整租·空港茗苑1号院 2室1厅 南/北,大兴,大兴机场空港,空港茗苑1号院,89.67㎡,南 北,2室1厅1卫
整租·空港合苑2号院 2室1厅 南,大兴,大兴机场空港,空港合苑2号院,89.81㎡,南,2室1厅1卫
整租·空港新苑五区14号院 2室1厅 南/北,大兴,大兴机场空港,空港新苑五区14号院,89.00㎡,南 北,2室1厅1卫
整租·空港合苑1号院 2室1厅 南/北,大兴,大兴机场空港,空港合苑1号院,89.06㎡,南 北,2室1厅1卫
整租·空港贵苑1号院 2室1厅 南,大兴,大兴机场空港,空港贵苑1号院,81.49㎡,南,2室1厅1卫
整租·榆垡新城嘉园D区 2室1厅 南/北,大兴,大兴机场空港,榆垡新城嘉园D区,86.00㎡,南 北,2室1厅1卫
整租·空港茗苑2号院 2室1厅 南/北,大兴,大兴机场空港,空港茗苑2号院,89.00㎡,南 北,2室1厅1卫
整租·十里春风 2室1厅 南/北,通州,通州其它,十里春风,81.69㎡,南 北,2室1厅1卫
整租·空港新苑二区1号院 2室1厅 南/北,大兴,大兴机场空港,空港新苑二区1号院,89.00㎡,南 北,2室1厅1卫
整租·敬贤家园北里E区 2室1厅 南/北,大兴,天宫院南,敬贤家园北里E区,90.00㎡,南 北,2室1厅1卫
整租·世界名园北区 2室1厅 南/北,房山,窦店,世界名园北区,93.68㎡,南 北,2室1厅1卫
整租·空港华苑2号院 2室1厅 南,大兴,大兴机场空港,空港华苑2号院,81.49㎡,南,2室1厅1卫
整租·檀营国际生态城南区 2室1厅 南,密云,鼓楼街道,檀营国际生态城南区,93.52㎡,南,2室1厅1卫
整租·檀营国际生态城南区 2室1厅 南,密云,鼓楼街道,檀营国际生态城南区,95.36㎡,南,2室1厅1卫
